Continent,ISO_code,Country,WHO_Region,pop_year,age,gender,population,Vaccine,vac_year,Percent_covrage,vac_population,deaths_averted_1000FVP,mid,low,high,vac_deaths_averted,suspension_period,covid_deaths,benefit_risk_ratio
Africa,LSO,Lesotho,AFR,2020,0,both,53563,PCV3,2018,83,44457.29,2 (1.1-2.9),2,1.1,2.9,88.91458,0.5,5.80087959892878,7.66388773319993
Africa,LSO,Lesotho,AFR,2020,0,both,53563,RCV1,2018,61,32673.43,0.14 (-0.36-1.3),0.14,0.36,1.3,4.5742802,0.5,1.59640617850129,1.43268056137641
Africa,LSO,Lesotho,AFR,2020,0,both,53563,RotaC,2018,70,37494.1,0.73 (0.3-1.3),0.73,0.3,1.3,27.370693,0.5,3.45475295072724,3.9613097362343
Africa,MAR,Morocco,EMR,2020,0,both,619189,HepB3,2018,99,612997.11,2.2 (0.03-6.3),2.2,0.03,6.3,1348.593642,0.5,79.9851369618189,8.43027650651992
Africa,MAR,Morocco,EMR,2020,0,both,619189,Hib3,2018,99,612997.11,0.77 (0.24-1.3),0.77,0.24,1.3,472.0077747,0.5,79.9851369618189,2.95059677728197
Africa,MAR,Morocco,EMR,2020,0,both,619189,MCV1,2018,99,612997.11,2.5 (0.44-6),2.5,0.44,6,1532.492775,0.5,29.9507083831553,25.5835814531501
Africa,MAR,Morocco,EMR,2020,1,both,650109,MCV2,2018,99,643607.91,,,,,,0.5,31.4463355716344,
Africa,MAR,Morocco,EMR,2020,0,both,619189,PCV3,2018,99,612997.11,0.71 (0.28-1.3),0.71,0.28,1.3,435.2279481,0.5,79.9851369618189,2.72068014528597
Africa,MAR,Morocco,EMR,2020,0,both,619189,RCV1,2018,99,612997.11,0.19 (0.03-0.42),0.19,0.03,0.42,116.4694509,0.5,29.9507083831553,1.94435219043941
Africa,MAR,Morocco,EMR,2020,0,both,619189,RotaC,2018,99,612997.11,0.28 (0.14-0.51),0.28,0.14,0.51,171.6391908,0.5,56.4823152058529,1.51940647417206
Africa,MDG,Madagascar,AFR,2020,0,both,869091,HepB3,2018,91,790872.81,10 (2.5-22),10,2.5,22,7908.7281,0.5,103.194727993462,38.3194386659996
Africa,MDG,Madagascar,AFR,2020,0,both,869091,Hib3,2018,91,790872.81,3.1 (0.73-5.5),3.1,0.73,5.5,2451.705711,0.5,103.194727993462,11.8790259864599
Africa,MDG,Madagascar,AFR,2020,0,both,869091,MCV1,2018,85,738727.35,12 (6.1-16),12,6.1,16,8864.7282,0.5,36.0938201397248,122.801190975121
Africa,MDG,Madagascar,AFR,2020,0,both,869091,PCV3,2018,91,790872.81,2.8 (0.81-6),2.8,0.81,6,2214.443868,0.5,103.194727993462,10.7294428264799
Africa,MDG,Madagascar,AFR,2020,0,both,869091,RotaC,2018,89,773490.99,0.86 (0.45-1.3),0.86,0.45,1.3,665.2022514,0.5,71.2704206812121,4.66674845638562
Africa,MLI,Mali,AFR,2020,0,both,765437,HepB3,2018,72,551114.64,12 (2.4-27),12,2.4,27,6613.37568,0.5,71.9105836601147,45.9833263991996
Africa,MLI,Mali,AFR,2020,0,both,765437,Hib3,2018,72,551114.64,3.8 (1.5-5.9),3.8,1.5,5.9,2094.235632,0.5,71.9105836601147,14.5613866930799
Africa,MLI,Mali,AFR,2020,12,female,272758,HPVfem,2018,99,270030.42,22 (13-35),22,13,35,5940.66924,0.5,24.8809383417955,119.381937256376
Africa,MLI,Mali,AFR,2020,0,both,765437,MCV1,2018,72,551114.64,18 (6.5-27),18,6.5,27,9920.06352,0.5,26.9271642542126,184.201786462681
Africa,MLI,Mali,AFR,2020,0,both,765437,MenA,2018,70,535805.9,1.2 (0.42-2.1),1.2,0.42,2.1,642.96708,0.5,26.1791874693733,12.2801190975121
Africa,MLI,Mali,AFR,2020,0,both,765437,PCV3,2018,63,482225.31,3.6 (1.6-6.5),3.6,1.6,6.5,1736.011116,0.5,62.9217607026004,13.7949979197599
Africa,MLI,Mali,AFR,2020,0,both,765437,RotaC,2018,60,459262.2,1.4 (0.87-1.9),1.4,0.87,1.9,642.96708,0.5,42.3169896225668,7.59703237086031
Africa,MLI,Mali,AFR,2020,0,both,765437,YFV,2018,68,520497.16,38 (12-79),38,12,79,19778.89208,0.5,25.4312106845341,388.870438087882
Africa,MOZ,Mozambique,AFR,2020,0,both,1086394,HepB3,2018,90,977754.6,9.9 (3.7-25),9.9,3.7,25,9679.77054,0.5,127.579452366502,37.9362442793397
Africa,MOZ,Mozambique,AFR,2020,0,both,1086394,Hib3,2018,90,977754.6,3.3 (1.2-5.2),3.3,1.2,5.2,3226.59018,0.5,127.579452366502,12.6454147597799
Africa,MOZ,Mozambique,AFR,2020,0,both,1086394,MCV1,2018,95,1032074.3,14 (4.1-21),14,4.1,21,14449.0402,0.5,50.4265939998463,143.268056137641
Africa,MOZ,Mozambique,AFR,2020,1,both,1057319,MCV2,2018,76,803562.44,,,,,,0.5,39.2616276903764,
Africa,MOZ,Mozambique,AFR,2020,0,both,1086394,PCV3,2018,90,977754.6,3 (1.2-5.5),3,1.2,5.5,2933.2638,0.5,127.579452366502,11.4958315997999
Africa,MOZ,Mozambique,AFR,2020,0,both,1086394,RCV1,2018,99,1075530.06,0.06 (0.01-0.15),0.06,0.01,0.15,64.5318036,0.5,52.5498190103662,0.614005954875603
Africa,MOZ,Mozambique,AFR,2020,0,both,1086394,RotaC,2018,90,977754.6,0.95 (0.57-1.3),0.95,0.57,1.3,928.86687,0.5,90.0915234513465,5.15512910879807
Africa,MRT,Mauritania,AFR,2020,0,both,142575,HepB3,2018,90,128317.5,21 (5.7-34),21,5.7,34,2694.6675,0.5,16.7431340942182,80.4708211985992
Africa,MRT,Mauritania,AFR,2020,0,both,142575,Hib3,2018,90,128317.5,3.2 (1.6-4.4),3.2,1.6,4.4,410.616,0.5,16.7431340942182,12.2622203731199
Africa,MRT,Mauritania,AFR,2020,0,both,142575,MCV1,2018,86,122614.5,18 (2.5-26),18,2.5,26,2207.061,0.5,5.99087837958387,184.201786462681
Africa,MRT,Mauritania,AFR,2020,0,both,142575,PCV3,2018,88,125466,3 (1.6-4.9),3,1.6,4.9,376.398,0.5,16.37106444768,11.4958315997999
Africa,MRT,Mauritania,AFR,2020,0,both,142575,RCV1,2018,86,122614.5,0.11 (0-0.44),0.11,0,0.44,13.487595,0.5,5.99087837958387,1.12567758393861
Africa,MRT,Mauritania,AFR,2020,0,both,142575,RotaC,2018,89,126891.75,1.2 (0.76-1.6),1.2,0.76,1.6,152.2701,0.5,11.6919634751986,6.51174203216598
Africa,MUS,Mauritius,AFR,2020,0,both,12917,HepB3,2018,97,12529.49,,,,,,0.5,1.63487389640669,
Africa,MUS,Mauritius,AFR,2020,0,both,12917,Hib3,2018,97,12529.49,,,,,,0.5,1.63487389640669,
Africa,MUS,Mauritius,AFR,2020,12,female,7859,HPVfem,2018,70,5501.3,,,,,,0.5,0.506896615943195,
Africa,MUS,Mauritius,AFR,2020,0,both,12917,MCV1,2018,99,12787.83,,,,,,0.5,0.624806481034413,
Africa,MUS,Mauritius,AFR,2020,1,both,12766,MCV2,2018,99,12638.34,,,,,,0.5,0.617502480210986,
Africa,MUS,Mauritius,AFR,2020,0,both,12917,PCV3,2018,96,12400.32,,,,,,0.5,1.61801952634064,
Africa,MUS,Mauritius,AFR,2020,0,both,12917,RCV1,2018,99,12787.83,,,,,,0.5,0.624806481034413,
Africa,MUS,Mauritius,AFR,2020,0,both,12917,RotaC,2018,95,12271.15,,,,,,0.5,1.13067900473185,
Africa,MWI,Malawi,AFR,2020,0,both,607342,HepB3,2018,92,558754.64,4 (0.95-8.6),4,0.95,8.6,2235.01856,0.5,72.9074667390387,15.3277754663999
Africa,MWI,Malawi,AFR,2020,0,both,607342,Hib3,2018,92,558754.64,2.4 (1.2-3.2),2.4,1.2,3.2,1341.011136,0.5,72.9074667390387,9.19666527983991
Africa,MWI,Malawi,AFR,2020,0,both,607342,MCV1,2018,87,528387.54,7.4 (0.74-12),7.4,0.74,12,3910.067796,0.5,25.816730398342,75.7274011013244
Africa,MWI,Malawi,AFR,2020,1,both,594082,MCV2,2018,72,427739.04,,,,,,0.5,20.8990989388691,
Africa,MWI,Malawi,AFR,2020,0,both,607342,PCV3,2018,92,558754.64,2.3 (1.3-3.4),2.3,1.3,3.4,1285.135672,0.5,72.9074667390387,8.81347089317992
Africa,MWI,Malawi,AFR,2020,0,both,607342,RCV1,2018,87,528387.54,0.15 (0-0.6),0.15,0,0.6,79.258131,0.5,25.816730398342,1.53501488718901
Africa,MWI,Malawi,AFR,2020,0,both,607342,RotaC,2018,90,546607.8,0.86 (0.56-1.2),0.86,0.56,1.2,470.082708,0.5,50.3651217108965,4.66674845638562
Africa,NAM,Namibia,AFR,2020,0,both,67051,HepB3,2018,92,61686.92,,,,,,0.5,8.04903753127444,
Africa,NAM,Namibia,AFR,2020,0,both,67051,Hib3,2018,92,61686.92,,,,,,0.5,8.04903753127444,
Africa,NAM,Namibia,AFR,2020,0,both,67051,MCV1,2018,86,57663.86,,,,,,0.5,2.81742511821482,
Africa,NAM,Namibia,AFR,2020,1,both,67458,MCV2,2018,32,21586.56,,,,,,0.5,1.05470768623279,
Africa,NAM,Namibia,AFR,2020,0,both,67051,PCV3,2018,81,54311.31,,,,,,0.5,7.08665260905684,
Africa,NAM,Namibia,AFR,2020,0,both,67051,RCV1,2018,82,54981.82,,,,,,0.5,2.68638208946064,
Africa,NAM,Namibia,AFR,2020,0,both,67051,RotaC,2018,92,61686.92,,,,,,0.5,5.68390943885238,
Africa,NER,Niger (the),AFR,2020,0,both,1029522,HepB3,2018,79,813322.38,19 (6-47),19,6,47,15453.12522,0.5,106.123994546096,72.8069334653993
Africa,NER,Niger (the),AFR,2020,0,both,1029522,Hib3,2018,89,916274.58,6.5 (2-11),6.5,2,11,5955.78477,0.5,119.557411577247,24.9076351328998
Africa,NER,Niger (the),AFR,2020,0,both,1029522,MCV1,2018,77,792731.94,18 (8.4-23),18,8.4,23,14269.17492,0.5,38.732455298122,184.201786462681
Africa,NER,Niger (the),AFR,2020,1,both,992274,MCV2,2018,48,476291.52,,,,,,0.5,23.2713469414069,
Africa,NER,Niger (the),AFR,2020,0,both,1029522,MenA,2018,80,823617.6,1.4 (0.46-2.5),1.4,0.46,2.5,1153.06464,0.5,40.2415119980488,14.3268056137641
Africa,NER,Niger (the),AFR,2020,0,both,1029522,PCV3,2018,79,813322.38,5.8 (2.2-12),5.8,2.2,12,4717.269804,0.5,106.123994546096,22.2252744262798
Africa,NER,Niger (the),AFR,2020,0,both,1029522,RotaC,2018,89,916274.58,2.3 (1.2-3.7),2.3,1.2,3.7,2107.431534,0.5,84.4266780355139,12.4808388949848
Africa,NER,Niger (the),AFR,2020,0,both,1029522,YFV,2018,78,803027.16,6 (2.1-14),6,2.1,14,4818.16296,0.5,39.2354741980976,61.4005954875603
Africa,NGA,Nigeria,AFR,2020,0,both,7093940,HepB3,2018,58,4114485.2,27 (4.7-58),27,4.7,58,111091.1004,0.5,536.86658041402,103.462484398199
Africa,NGA,Nigeria,AFR,2020,0,both,7093940,Hib3,2018,58,4114485.2,3.7 (1.6-5.7),3.7,1.6,5.7,15223.59524,0.5,536.86658041402,14.1781923064199
Africa,NGA,Nigeria,AFR,2020,0,both,7093940,MCV1,2018,63,4469182.2,15 (9.2-21),15,9.2,21,67037.733,0.5,218.361833359032,153.501488718901
Africa,NGA,Nigeria,AFR,2020,0,both,7093940,PCV3,2018,58,4114485.2,3.6 (1.7-6.3),3.6,1.7,6.3,14812.14672,0.5,536.86658041402,13.7949979197599
Africa,NGA,Nigeria,AFR,2020,0,both,7093940,YFV,2018,61,4327303.4,20 (6.3-45),20,6.3,45,86546.068,0.5,211.429711665095,204.668651625201
Africa,RWA,Rwanda,AFR,2020,0,both,403168,HepB3,2018,97,391072.96,4.8 (0.65-8.9),4.8,0.65,8.9,1877.150208,0.5,51.0280126241769,18.3933305596798
Africa,RWA,Rwanda,AFR,2020,0,both,403168,Hib3,2018,97,391072.96,3.7 (0.72-6.7),3.7,0.72,6.7,1446.969952,0.5,51.0280126241769,14.1781923064199
Africa,RWA,Rwanda,AFR,2020,12,female,156623,HPVfem,2018,94,147225.62,21 (17-25),21,17,25,3091.73802,0.5,13.5655515165759,113.955485562905
Africa,RWA,Rwanda,AFR,2020,0,both,403168,MCV1,2018,99,399136.32,13 (4.8-21),13,4.8,21,5188.77216,0.5,19.5015854568152,133.034623556381
Africa,RWA,Rwanda,AFR,2020,1,both,388018,MCV2,2018,96,372497.28,,,,,,0.5,18.2000163211186,
Africa,RWA,Rwanda,AFR,2020,0,both,403168,PCV3,2018,97,391072.96,3.2 (0.81-7),3.2,0.81,7,1251.433472,0.5,51.0280126241769,12.2622203731199
Africa,RWA,Rwanda,AFR,2020,0,both,403168,RCV1,2018,99,399136.32,0.09 (0-0.36),0.09,0,0.36,35.9222688,0.5,19.5015854568152,0.921008932313405
Africa,RWA,Rwanda,AFR,2020,0,both,403168,RotaC,2018,98,395104.64,0.95 (0.5-1.6),0.95,0.5,1.6,375.349408,0.5,36.4054323449829,5.15512910879807
Africa,SDN,Sudan (the),EMR,2020,0,both,1320360,HepB3,2018,93,1227934.8,9 (2.2-19),9,2.2,19,11051.4132,0.5,160.223484835326,34.4874947993997
Africa,SDN,Sudan (the),EMR,2020,0,both,1320360,Hib3,2018,93,1227934.8,3.5 (1.3-5.4),3.5,1.3,5.4,4297.7718,0.5,160.223484835326,13.4118035330999
Africa,SDN,Sudan (the),EMR,2020,0,both,1320360,MCV1,2018,88,1161916.8,9.3 (0.44-14),9.3,0.44,14,10805.82624,0.5,56.7706285634674,95.1709230057185
Africa,SDN,Sudan (the),EMR,2020,1,both,1292213,MCV2,2018,72,930393.36,,,,,,0.5,45.4585180784686,
Africa,SDN,Sudan (the),EMR,2020,0,both,1320360,MenA,2018,84,1109102.4,1.1 (0.34-2),1.1,0.34,2,1220.01264,0.5,54.1901454469462,11.2567758393861
Africa,SDN,Sudan (the),EMR,2020,0,both,1320360,PCV3,2018,93,1227934.8,3.4 (1.6-5.9),3.4,1.6,5.9,4174.97832,0.5,160.223484835326,13.0286091464399
Africa,SDN,Sudan (the),EMR,2020,0,both,1320360,RotaC,2018,94,1241138.4,1.2 (0.65-1.5),1.2,0.65,1.5,1489.36608,0.5,114.360033969635,6.51174203216598
Africa,SEN,Senegal,AFR,2020,0,both,529637,HepB3,2018,82,434302.34,13 (1.9-32),13,1.9,32,5645.93042,0.5,56.6686719742259,49.8152702657995
Africa,SEN,Senegal,AFR,2020,0,both,529637,Hib3,2018,82,434302.34,3.2 (0.81-5.6),3.2,0.81,5.6,1389.767488,0.5,56.6686719742259,12.2622203731199
Africa,SEN,Senegal,AFR,2020,0,both,529637,MCV1,2018,82,434302.34,17 (-0.15-23),17,0.15,23,7383.13978,0.5,21.2197782391861,173.968353881421
Africa,SEN,Senegal,AFR,2020,1,both,528233,MCV2,2018,63,332786.79,,,,,,0.5,16.2597831840616,
Africa,SEN,Senegal,AFR,2020,0,both,529637,PCV3,2018,81,429005.97,2.8 (0.78-6),2.8,0.78,6,1201.216716,0.5,55.9775906086865,10.7294428264799
Africa,SEN,Senegal,AFR,2020,0,both,529637,RCV1,2018,82,434302.34,0.05 (0-0.11),0.05,0,0.11,21.715117,0.5,21.2197782391861,0.511671629063003
Africa,SEN,Senegal,AFR,2020,0,both,529637,RotaC,2018,63,333671.31,0.88 (0.31-1.8),0.88,0.31,1.8,293.6307528,0.5,30.7448890037505,4.77527749025505
Africa,SEN,Senegal,AFR,2020,0,both,529637,YFV,2018,75,397227.75,52 (19-110),52,19,110,20655.843,0.5,19.4083337553531,532.138494225523
Africa,SLE,Sierra Leone,AFR,2020,0,both,241819,HepB3,2018,94,227309.86,19 (5.2-49),19,5.2,49,4318.88734,0.5,29.659862972065,72.8069334653993
Africa,SLE,Sierra Leone,AFR,2020,0,both,241819,Hib3,2018,94,227309.86,4.1 (2.2-5.6),4.1,2.2,5.6,931.970426,0.5,29.659862972065,15.7109698530598
Africa,SLE,Sierra Leone,AFR,2020,0,both,241819,MCV1,2018,90,217637.1,23 (5.3-29),23,5.3,29,5005.6533,0.5,10.633631397472,235.368949368981
Africa,SLE,Sierra Leone,AFR,2020,1,both,236123,MCV2,2018,60,141673.8,,,,,,0.5,6.92210550443454,
Africa,SLE,Sierra Leone,AFR,2020,0,both,241819,PCV3,2018,94,227309.86,3.8 (2.2-5.9),3.8,2.2,5.9,863.777468,0.5,29.659862972065,14.5613866930799
Africa,SLE,Sierra Leone,AFR,2020,0,both,241819,RotaC,2018,96,232146.24,1.6 (1.3-2.1),1.6,1.3,2.1,371.433984,0.5,21.3902429352947,8.68232270955464
Africa,SLE,Sierra Leone,AFR,2020,0,both,241819,YFV,2018,90,217637.1,51 (18-110),51,18,110,11099.4921,0.5,10.633631397472,521.905061644263
Africa,SOM,Somalia,EMR,2020,0,both,615093,HepB3,2018,69,424414.17,15 (5.6-34),15,5.6,34,6366.21255,0.5,55.3784430011207,57.4791579989995
Africa,SOM,Somalia,EMR,2020,0,both,615093,Hib3,2018,69,424414.17,5.7 (3.2-7.3),5.7,3.2,7.3,2419.160769,0.5,55.3784430011207,21.8420800396198
Africa,SOM,Somalia,EMR,2020,0,both,615093,MCV1,2018,70,430565.1,23 (16-31),23,16,31,9902.9973,0.5,21.037178707195,235.368949368981
Africa,SSD,South Sudan,AFR,2020,0,both,356633,HepB3,2018,49,174750.17,13 (4.9-48),13,4.9,48,2271.75221,0.5,22.8017653811633,49.8152702657995
Africa,SSD,South Sudan,AFR,2020,0,both,356633,Hib3,2018,49,174750.17,5.6 (1.3-11),5.6,1.3,11,978.600952,0.5,22.8017653811633,21.4588856529598
Africa,SSD,South Sudan,AFR,2020,0,both,356633,MCV1,2018,49,174750.17,11 (0-29),11,0,29,1922.25187,0.5,8.53819911414723,112.567758393861
Africa,STP,Sao Tome and Principe,AFR,2020,0,both,6487,HepB3,2018,95,6162.65,17 (6.3-39),17,6.3,39,104.76505,0.5,0.804115380409792,65.1430457321994
Africa,STP,Sao Tome and Principe,AFR,2020,0,both,6487,Hib3,2018,95,6162.65,1.6 (1-2.1),1.6,1,2.1,9.86024,0.5,0.804115380409792,6.13111018655994
Africa,STP,Sao Tome and Principe,AFR,2020,0,both,6487,MCV1,2018,95,6162.65,10 (1.6-20),10,1.6,20,61.6265,0.5,0.301103757271306,102.334325812601
Africa,STP,Sao Tome and Principe,AFR,2020,1,both,6404,MCV2,2018,76,4867.04,,,,,,0.5,0.237800951017782,
Africa,STP,Sao Tome and Principe,AFR,2020,0,both,6487,PCV3,2018,95,6162.65,1.6 (1-2.3),1.6,1,2.3,9.86024,0.5,0.804115380409792,6.13111018655994
Africa,STP,Sao Tome and Principe,AFR,2020,0,both,6487,RCV1,2018,95,6162.65,0.05 (0-0.37),0.05,0,0.37,0.3081325,0.5,0.301103757271306,0.511671629063003
Africa,STP,Sao Tome and Principe,AFR,2020,0,both,6487,RotaC,2018,95,6162.65,0.42 (0.26-0.57),0.42,0.26,0.57,2.588313,0.5,0.567834226499615,2.27910971125809
Africa,STP,Sao Tome and Principe,AFR,2020,0,both,6487,YFV,2018,95,6162.65,,,,,,0.5,0.301103757271306,
Africa,SWZ,Eswatini,AFR,2020,0,both,30035,HepB3,2018,87,26130.45,9 (7.3-11),9,7.3,11,235.17405,0.5,3.40955542534933,34.4874947993997
Africa,SWZ,Eswatini,AFR,2020,0,both,30035,Hib3,2018,87,26130.45,2.1 (1.1-2.9),2.1,1.1,2.9,54.873945,0.5,3.40955542534933,8.04708211985992
Africa,SWZ,Eswatini,AFR,2020,0,both,30035,MCV1,2018,82,24628.7,2 (0.84-2.9),2,0.84,2.9,49.2574,0.5,1.20334500688954,20.4668651625201
Africa,SWZ,Eswatini,AFR,2020,1,both,29086,MCV2,2018,75,21814.5,,,,,,0.5,1.06584471177089,
Africa,SWZ,Eswatini,AFR,2020,0,both,30035,PCV3,2018,88,26430.8,2 (1.1-3.2),2,1.1,3.2,52.8616,0.5,3.44874571759473,7.66388773319993
Africa,SWZ,Eswatini,AFR,2020,0,both,30035,RCV1,2018,82,24628.7,0 (0-0),0,0,0,0,0.5,1.20334500688954,0
Africa,SWZ,Eswatini,AFR,2020,0,both,30035,RotaC,2018,90,27031.5,0.63 (0.45-0.84),0.63,0.45,0.84,17.029845,0.5,2.49071598965126,3.41866456688714
Africa,SYC,Seychelles,AFR,2020,0,both,1567,HepB3,2018,99,1551.33,,,,,,0.5,0.202420762673707,
Africa,SYC,Seychelles,AFR,2020,0,both,1567,Hib3,2018,99,1551.33,,,,,,0.5,0.202420762673707,
Africa,SYC,Seychelles,AFR,2020,12,female,732,HPVfem,2018,97,710.04,,,,,,0.5,0.0654239676411587,
Africa,SYC,Seychelles,AFR,2020,0,both,1567,MCV1,2018,96,1504.32,,,,,,0.5,0.0735002643567898,
Africa,SYC,Seychelles,AFR,2020,1,both,1585,MCV2,2018,97,1537.45,,,,,,0.5,0.0751189782993954,
Africa,SYC,Seychelles,AFR,2020,0,both,1567,PCV3,2018,16,250.72,,,,,,0.5,0.0327144666947406,
Africa,SYC,Seychelles,AFR,2020,0,both,1567,RCV1,2018,96,1504.32,,,,,,0.5,0.0735002643567898,
Africa,SYC,Seychelles,AFR,2020,0,both,1567,RotaC,2018,99,1551.33,,,,,,0.5,0.142941473326515,
Africa,SYC,Seychelles,AFR,2020,0,both,1567,YFV,2018,99,1551.33,,,,,,0.5,0.0757971476179395,
Africa,TCD,Chad,AFR,2020,0,both,624162,HepB3,2018,77,480604.74,18 (5.7-56),18,5.7,56,8650.88532,0.5,62.7103053608187,68.9749895987993
Africa,TCD,Chad,AFR,2020,0,both,624162,Hib3,2018,77,480604.74,5.5 (2.5-8),5.5,2.5,8,2643.32607,0.5,62.7103053608187,21.0756912662998
Africa,TCD,Chad,AFR,2020,0,both,624162,MCV1,2018,70,436913.4,16 (8.4-21),16,8.4,21,6990.6144,0.5,21.3473532233992,163.734921300161
Africa,TCD,Chad,AFR,2020,0,both,624162,MenA,2018,70,436913.4,1.2 (0.4-2.1),1.2,0.4,2.1,524.29608,0.5,21.3473532233992,12.2801190975121
Africa,TCD,Chad,AFR,2020,0,both,624162,YFV,2018,73,455638.26,4.9 (1.6-9.3),4.9,1.6,9.3,2232.627474,0.5,22.2622397901163,50.1438196481743
Africa,TGO,Togo,AFR,2020,0,both,253556,HepB3,2018,88,223129.28,18 (6.2-49),18,6.2,49,4016.32704,0.5,29.114372204776,68.9749895987993
Africa,TGO,Togo,AFR,2020,0,both,253556,Hib3,2018,88,223129.28,2 (1.4-2.4),2,1.4,2.4,446.25856,0.5,29.114372204776,7.66388773319993
Africa,TGO,Togo,AFR,2020,0,both,253556,MCV1,2018,85,215522.6,19 (4.2-39),19,4.2,39,4094.9294,0.5,10.5303180672082,194.435219043941
Africa,TGO,Togo,AFR,2020,0,both,253556,PCV3,2018,88,223129.28,2 (1.1-2.8),2,1.1,2.8,446.25856,0.5,29.114372204776,7.66388773319993
Africa,TGO,Togo,AFR,2020,0,both,253556,RCV1,2018,88,223129.28,0.16 (-0.21-1.3),0.16,0.21,1.3,35.7006848,0.5,10.9019763519332,1.63734921300161
Africa,TGO,Togo,AFR,2020,0,both,253556,RotaC,2018,89,225664.84,0.72 (0.4-1.2),0.72,0.4,1.2,162.4786848,0.5,20.7930386878306,3.90704521929959
Africa,TGO,Togo,AFR,2020,0,both,253556,YFV,2018,86,218058.16,31 (11-64),31,11,64,6759.80296,0.5,10.6542041621166,317.236410019062
Africa,TUN,Tunisia,EMR,2020,0,both,183034,HepB3,2018,97,177542.98,6.3 (1.5-14),6.3,1.5,14,1118.520774,0.5,23.1661770345206,24.1412463595798
Africa,TUN,Tunisia,EMR,2020,0,both,183034,Hib3,2018,97,177542.98,0.28 (0.1-0.44),0.28,0.1,0.44,49.7120344,0.5,23.1661770345206,1.07294428264799
Africa,TUN,Tunisia,EMR,2020,0,both,183034,MCV1,2018,96,175712.64,0.98 (0.41-1.9),0.98,0.41,1.9,172.1983872,0.5,8.58522487956648,10.0287639296349
Africa,TUN,Tunisia,EMR,2020,1,both,195618,MCV2,2018,99,193661.82,,,,,,0.5,9.4622121395827,
Africa,TUN,Tunisia,EMR,2020,0,both,183034,RCV1,2018,96,175712.64,0.05 (-0.15-0.2),0.05,0.15,0.2,8.785632,0.5,8.58522487956648,0.511671629063003
Africa,TZA,United Republic of Tanzania,AFR,2020,0,both,2057239,HepB3,2018,98,2016094.22,6.9 (0.98-12),6.9,0.98,12,13911.050118,0.5,263.064164062097,26.4404126795398
Africa,TZA,United Republic of Tanzania,AFR,2020,0,both,2057239,Hib3,2018,98,2016094.22,2.5 (0.97-3.9),2.5,0.97,3.9,5040.23555,0.5,263.064164062097,9.57985966649991
Africa,TZA,United Republic of Tanzania,AFR,2020,12,female,760120,HPVfem,2018,40,304048,25 (14-39),25,14,39,7601.2,0.5,28.0153604210453,135.661292336791
Africa,TZA,United Republic of Tanzania,AFR,2020,0,both,2057239,MCV1,2018,99,2036666.61,11 (1.1-16),11,1.1,16,22403.33271,0.5,99.5104327813544,112.567758393861
Africa,TZA,United Republic of Tanzania,AFR,2020,1,both,1997822,MCV2,2018,84,1678170.48,,,,,,0.5,81.9945051024788,
Africa,TZA,United Republic of Tanzania,AFR,2020,0,both,2057239,PCV3,2018,98,2016094.22,2.3 (1-4.2),2.3,1,4.2,4637.016706,0.5,263.064164062097,8.81347089317992
Africa,TZA,United Republic of Tanzania,AFR,2020,0,both,2057239,RCV1,2018,99,2036666.61,0.15 (0.04-0.47),0.15,0.04,0.47,305.4999915,0.5,99.5104327813544,1.53501488718901
Africa,TZA,United Republic of Tanzania,AFR,2020,0,both,2057239,RotaC,2018,98,2016094.22,0.83 (0.46-1.3),0.83,0.46,1.3,1673.3582026,0.5,185.765425906719,4.50395490558147
Africa,UGA,Uganda,AFR,2020,0,both,1609617,HepB3,2018,79,1271597.43,12 (4.5-38),12,4.5,38,15259.16916,0.5,165.920675545839,45.9833263991996
Africa,UGA,Uganda,AFR,2020,0,both,1609617,Hib3,2018,79,1271597.43,2.4 (0.97-3.6),2.4,0.97,3.6,3051.833832,0.5,165.920675545839,9.19666527983991
Africa,UGA,Uganda,AFR,2020,12,female,614786,HPVfem,2018,47,288949.42,20 (11-30),20,11,30,5778.9884,0.5,26.6241585037626,108.529033869433
Africa,UGA,Uganda,AFR,2020,0,both,1609617,MCV1,2018,80,1287693.6,11 (4.5-16),11,4.5,16,14164.6296,0.5,62.9160152165406,112.567758393861
Africa,UGA,Uganda,AFR,2020,0,both,1609617,PCV3,2018,64,1030154.88,2.3 (1.1-3.9),2.3,1.1,3.9,2369.356224,0.5,134.416749809287,8.81347089317992
Africa,UGA,Uganda,AFR,2020,0,both,1609617,RotaC,2018,36,579462.12,0.65 (0.44-0.83),0.65,0.44,0.83,376.650378,0.5,53.3923595686964,3.52719360075657
Africa,ZAF,South Africa,AFR,2020,0,both,1126162,HepB3,2018,82,923452.84,,,,,,0.5,120.494045861294,
Africa,ZAF,South Africa,AFR,2020,0,both,1126162,Hib3,2018,82,923452.84,,,,,,0.5,120.494045861294,
Africa,ZAF,South Africa,AFR,2020,9,female,568075,HPVfem,2018,56,318122,,,,,,0.5,29.3121562643523,
Africa,ZAF,South Africa,AFR,2020,0,both,1126162,MCV1,2018,81,912191.22,,,,,,0.5,44.5691713292003,
Africa,ZAF,South Africa,AFR,2020,1,both,1143695,MCV2,2018,75,857771.25,,,,,,0.5,41.910240927897,
Africa,ZAF,South Africa,AFR,2020,0,both,1126162,PCV3,2018,83,934714.46,,,,,,0.5,121.963485444968,
